GO;NS;enrichment;name;ratio_in_study;ratio_in_pop;p_uncorrected;depth;study_count;p_bonferroni;p_fdr_bh;study_items
GO:0016020;CC;e;membrane;275/956;6341/46923;1.10679E-35;2;275;1.03595E-32;2.58988E-33;171616.0, 171635.0, 171691.0, 171731.0, 171805.0, 171806.0, 171886.0, 171953.0, 171981.0, 172023.0, 172051.0, 172075.0, 172105.0, 172119.0, 172233.0, 172257.0, 172389.0, 172493.0, 172585.0, 172597.0, 172613.0, 172738.0, 172823.0, 172897.0, 173007.0, 173045.0, 173051.0, 173119.0, 173278.0, 173336.0, 173355.0, 173518.0, 173635.0, 173638.0, 173701.0, 173732.0, 173794.0, 173806.0, 173977.0, 174028.0, 174093.0, 174109.0, 174134.0, 174207.0, 174229.0, 174234.0, 174251.0, 174352.0, 174362.0, 174419.0, 174426.0, 174427.0, 174473.0, 174476.0, 174614.0, 174685.0, 174692.0, 174730.0, 174754.0, 174997.0, 175020.0, 175101.0, 175216.0, 175221.0, 175254.0, 175376.0, 175397.0, 175473.0, 175590.0, 175622.0, 175740.0, 175807.0, 175833.0, 175953.0, 176089.0, 176390.0, 176444.0, 176575.0, 176616.0, 176623.0, 176766.0, 176836.0, 176867.0, 176983.0, 177047.0, 177054.0, 177131.0, 177216.0, 177370.0, 177416.0, 177473.0, 177496.0, 177513.0, 177539.0, 177570.0, 177594.0, 177602.0, 177728.0, 177949.0, 178000.0, 178013.0, 178040.0, 178100.0, 178104.0, 178152.0, 178158.0, 178167.0, 178220.0, 178287.0, 178300.0, 178394.0, 178397.0, 178403.0, 178417.0, 178473.0, 178482.0, 178667.0, 178687.0, 178768.0, 178832.0, 179032.0, 179077.0, 179093.0, 179150.0, 179193.0, 179316.0, 179361.0, 179492.0, 179503.0, 179507.0, 179574.0, 179635.0, 179649.0, 179796.0, 179968.0, 180011.0, 180203.0, 180245.0, 180307.0, 180342.0, 180372.0, 180374.0, 180420.0, 180458.0, 180465.0, 180479.0, 180492.0, 180555.0, 180637.0, 180667.0, 180688.0, 180713.0, 180714.0, 180723.0, 180730.0, 180760.0, 180761.0, 180783.0, 180784.0, 180792.0, 180802.0, 180864.0, 180880.0, 180886.0, 180891.0, 180940.0, 180941.0, 180968.0, 180990.0, 181024.0, 181040.0, 181053.0, 181076.0, 181080.0, 181115.0, 181141.0, 181163.0, 181171.0, 181185.0, 181258.0, 181261.0, 181328.0, 181350.0, 181376.0, 181413.0, 181430.0, 181475.0, 181509.0, 181591.0, 181594.0, 181600.0, 181643.0, 181644.0, 181649.0, 181656.0, 181730.0, 181777.0, 181830.0, 181886.0, 182049.0, 182243.0, 182286.0, 182438.0, 182781.0, 182866.0, 183225.0, 183248.0, 183583.0, 183782.0, 183963.0, 184091.0, 184123.0, 184301.0, 184624.0, 184652.0, 184720.0, 184998.0, 185149.0, 185438.0, 185454.0, 185500.0, 185554.0, 185555.0, 185734.0, 185970.0, 186137.0, 186343.0, 186890.0, 187206.0, 187394.0, 187543.0, 187750.0, 187968.0, 188419.0, 188507.0, 189586.0, 189589.0, 189715.0, 189770.0, 191083.0, 191429.0, 191510.0, 191638.0, 245996.0, 246008.0, 259327.0, 259429.0, 259497.0, 259560.0, 259570.0, 259582.0, 259621.0, 260220.0, 266648.0, 266833.0, 266844.0, 266873.0, 353402.0, 3564953.0, 3564990.0, 3565046.0, 3565054.0, 3565133.0, 3565161.0, 3565192.0, 3565200.0, 3565210.0, 3565419.0, 3565910.0, 3896755.0, 4363059.0, 4363114.0, 6418727.0, 7040157.0, 24104204.0
GO:0045202;CC;e;synapse;46/956;254/46923;1.02331E-29;3;46;9.57816E-27;1.91563E-27;171715.0, 172105.0, 172483.0, 172493.0, 172497.0, 172505.0, 172597.0, 172613.0, 172706.0, 173357.0, 173985.0, 174230.0, 174473.0, 174685.0, 175667.0, 175807.0, 176179.0, 176758.0, 176774.0, 177370.0, 177539.0, 177570.0, 178284.0, 178537.0, 179259.0, 179574.0, 180203.0, 180420.0, 180555.0, 180713.0, 180714.0, 180784.0, 180990.0, 181115.0, 181163.0, 181255.0, 181471.0, 181475.0, 181644.0, 182722.0, 188812.0, 191638.0, 259560.0, 266648.0, 3565200.0, 3565419.0
GO:0005886;CC;e;plasma membrane;100/956;1358/46923;1.64852E-28;3;100;1.54301E-25;2.57169E-26;171715.0, 171805.0, 171818.0, 171981.0, 172051.0, 172105.0, 172119.0, 172184.0, 172233.0, 172389.0, 172455.0, 172493.0, 172497.0, 172585.0, 172597.0, 172613.0, 172823.0, 172891.0, 173007.0, 173051.0, 173336.0, 173355.0, 173794.0, 173806.0, 173985.0, 174109.0, 174248.0, 174419.0, 174473.0, 174525.0, 174557.0, 174614.0, 174685.0, 175020.0, 175101.0, 175221.0, 175344.0, 175622.0, 175953.0, 176575.0, 177370.0, 177416.0, 177513.0, 177539.0, 177594.0, 177602.0, 177894.0, 177949.0, 178104.0, 178167.0, 178377.0, 178491.0, 178537.0, 178768.0, 179077.0, 179150.0, 179259.0, 179574.0, 179796.0, 179828.0, 180011.0, 180203.0, 180350.0, 180420.0, 180458.0, 180492.0, 180555.0, 180637.0, 180713.0, 180760.0, 180761.0, 180802.0, 180968.0, 181024.0, 181141.0, 181163.0, 181227.0, 181255.0, 181258.0, 181261.0, 181328.0, 181350.0, 181400.0, 181475.0, 181644.0, 181730.0, 183225.0, 183583.0, 183676.0, 184091.0, 184652.0, 185149.0, 187968.0, 191510.0, 191638.0, 259497.0, 266648.0, 3565054.0, 3565200.0, 3565419.0
GO:0030424;CC;e;axon;38/956;197/46923;8.11401E-26;5;38;7.59471E-23;1.08496E-23;171988.0, 172051.0, 172389.0, 172706.0, 173051.0, 173357.0, 173794.0, 173985.0, 174473.0, 175807.0, 176307.0, 176349.0, 176444.0, 176575.0, 176674.0, 176774.0, 177539.0, 177602.0, 177615.0, 178537.0, 178981.0, 179259.0, 180014.0, 180311.0, 180374.0, 180458.0, 180555.0, 180655.0, 180810.0, 180990.0, 181255.0, 181471.0, 181644.0, 181727.0, 188812.0, 266648.0, 3564805.0, 3565180.0
GO:0032040;CC;e;small-subunit processome;15/956;45/46923;7.57887E-15;4;15;7.09383E-12;8.86728E-13;171622.0, 171901.0, 172182.0, 172192.0, 172320.0, 172420.0, 173339.0, 173778.0, 173779.0, 174151.0, 174534.0, 175536.0, 176646.0, 179115.0, 190203.0
GO:0048786;CC;e;presynaptic active zone;10/956;15/46923;3.22119E-14;2;10;3.01504E-11;3.35004E-12;172497.0, 175610.0, 177102.0, 177539.0, 178405.0, 179503.0, 180990.0, 181255.0, 181644.0, 266648.0
GO:0110165;CC;e;cellular anatomical entity;27/956;210/46923;3.62852E-14;1;27;3.3963E-11;3.3963E-12;171818.0, 171981.0, 172505.0, 172706.0, 174230.0, 176122.0, 176361.0, 176808.0, 177539.0, 177594.0, 177611.0, 177931.0, 178377.0, 178491.0, 178537.0, 178619.0, 179259.0, 179423.0, 179624.0, 179796.0, 180458.0, 180783.0, 180802.0, 181265.0, 181345.0, 181350.0, 181730.0
GO:0005783;CC;e;endoplasmic reticulum;37/956;404/46923;4.16746E-14;5;37;3.90074E-11;3.54613E-12;172257.0, 173028.0, 173045.0, 173068.0, 173228.0, 173278.0, 174109.0, 174155.0, 174352.0, 174614.0, 175472.0, 175825.0, 175833.0, 176089.0, 176344.0, 176390.0, 176867.0, 177074.0, 177496.0, 177570.0, 178013.0, 178040.0, 178158.0, 178832.0, 179032.0, 179196.0, 179361.0, 180307.0, 180478.0, 180880.0, 180941.0, 183963.0, 184174.0, 185454.0, 185734.0, 259582.0, 259621.0
GO:0005794;CC;e;Golgi apparatus;30/956;270/46923;7.18467E-14;5;30;6.72485E-11;5.60404E-12;172023.0, 172257.0, 172597.0, 173045.0, 173518.0, 173635.0, 173701.0, 174375.0, 174754.0, 175020.0, 175445.0, 176344.0, 176444.0, 176575.0, 176766.0, 177473.0, 178158.0, 178397.0, 178417.0, 179361.0, 179507.0, 180307.0, 180478.0, 180546.0, 181345.0, 181649.0, 181759.0, 187206.0, 189194.0, 259570.0
GO:1904115;CC;e;axon cytoplasm;10/956;20/46923;1.80685E-12;6;10;1.69121E-09;1.30093E-10;173701.0, 176179.0, 176758.0, 176774.0, 177615.0, 178405.0, 180014.0, 181255.0, 181540.0, 188812.0
GO:0043005;CC;e;neuron projection;25/956;212/46923;2.27299E-12;4;25;2.12752E-09;1.51966E-10;172051.0, 172105.0, 172450.0, 172597.0, 172791.0, 172823.0, 173749.0, 174230.0, 174473.0, 175667.0, 176179.0, 176758.0, 177570.0, 178405.0, 178619.0, 179574.0, 179649.0, 180311.0, 180783.0, 181255.0, 181475.0, 181540.0, 191638.0, 266648.0, 3565200.0
GO:0042995;CC;e;cell projection;24/956;214/46923;1.82788E-11;2;24;1.7109E-08;1.1406E-09;172051.0, 172389.0, 172706.0, 173007.0, 173051.0, 173203.0, 173357.0, 173749.0, 174473.0, 175807.0, 176575.0, 176774.0, 177539.0, 177615.0, 178537.0, 179077.0, 179259.0, 180555.0, 180810.0, 181759.0, 185121.0, 188812.0, 3564805.0, 3565400.0
GO:0005667;CC;e;transcription regulator complex;12/956;47/46923;1.29698E-10;2;12;1.21398E-07;7.58736E-09;172889.0, 174341.0, 175698.0, 175775.0, 176449.0, 176450.0, 178439.0, 178514.0, 180942.0, 181292.0, 190925.0, 260030.0
GO:0005739;CC;e;mitochondrion;41/956;644/46923;2.12752E-10;5;41;1.99136E-07;1.17139E-08;172420.0, 172509.0, 173000.0, 173022.0, 173369.0, 173918.0, 174263.0, 174476.0, 174692.0, 174860.0, 175079.0, 175598.0, 175741.0, 176435.0, 176766.0, 177047.0, 177237.0, 177543.0, 178287.0, 178403.0, 178877.0, 179063.0, 179196.0, 179316.0, 179721.0, 179724.0, 180028.0, 180245.0, 180372.0, 180874.0, 180940.0, 181053.0, 181374.0, 181430.0, 181570.0, 181594.0, 188022.0, 188274.0, 190509.0, 259333.0, 13191872.0
GO:0031410;CC;e;cytoplasmic vesicle;17/956;116/46923;2.42079E-10;6;17;2.26586E-07;1.25881E-08;172450.0, 172585.0, 175020.0, 175807.0, 176390.0, 176766.0, 178284.0, 179150.0, 180492.0, 180713.0, 180783.0, 180784.0, 181591.0, 181644.0, 181759.0, 184624.0, 266648.0
GO:0030687;CC;e;preribosome, large subunit precursor;8/956;17/46923;5.95778E-10;4;8;5.57648E-07;2.93499E-08;171886.0, 172226.0, 173968.0, 174168.0, 175414.0, 175903.0, 178728.0, 180039.0
GO:0030425;CC;e;dendrite;17/956;128/46923;1.15955E-09;5;17;1.08534E-06;5.42668E-08;172051.0, 172597.0, 173007.0, 173357.0, 174473.0, 175807.0, 176774.0, 177602.0, 177615.0, 180655.0, 180714.0, 181471.0, 181759.0, 188812.0, 259560.0, 3564805.0, 3565400.0
GO:0005856;CC;e;cytoskeleton;25/956;289/46923;1.7937E-09;5;25;1.6789E-06;7.99478E-08;171920.0, 173161.0, 173357.0, 174134.0, 174267.0, 174288.0, 174673.0, 174728.0, 175218.0, 176179.0, 176361.0, 176697.0, 176758.0, 178250.0, 178619.0, 178942.0, 179077.0, 179649.0, 179794.0, 180760.0, 181644.0, 181711.0, 191697.0, 266844.0, 3565442.0
GO:0005789;CC;e;endoplasmic reticulum membrane;23/956;247/46923;1.93584E-09;4;23;1.81194E-06;8.23611E-08;174109.0, 174352.0, 174614.0, 175020.0, 175216.0, 175833.0, 176089.0, 176390.0, 177216.0, 177471.0, 177570.0, 178013.0, 178040.0, 178397.0, 178417.0, 178832.0, 180342.0, 180941.0, 185438.0, 185734.0, 259582.0, 259621.0, 3565046.0
GO:0043204;CC;e;perikaryon;14/956;88/46923;3.07727E-09;2;14;2.88032E-06;1.25231E-07;172051.0, 172597.0, 173051.0, 173357.0, 174473.0, 175807.0, 176168.0, 176575.0, 177602.0, 178537.0, 180810.0, 181759.0, 3564805.0, 3565400.0
GO:0005802;CC;e;trans-Golgi network;9/956;31/46923;7.85623E-09;4;9;7.35343E-06;3.06393E-07;172609.0, 173051.0, 176444.0, 176476.0, 176674.0, 179507.0, 181345.0, 181649.0, 189194.0
GO:0000151;CC;e;ubiquitin ligase complex;8/956;24/46923;1.58821E-08;4;8;1.48656E-05;5.94624E-07;171953.0, 173813.0, 177105.0, 177335.0, 178006.0, 178437.0, 181076.0, 182077.0
GO:0043025;CC;e;neuronal cell body;17/956;162/46923;4.24973E-08;3;17;3.97774E-05;1.5299E-06;172483.0, 172597.0, 173051.0, 173357.0, 176444.0, 176674.0, 176758.0, 177570.0, 178619.0, 178981.0, 180014.0, 180311.0, 180783.0, 180810.0, 181540.0, 181727.0, 183963.0
GO:0005938;CC;e;cell cortex;12/956;87/46923;2.08832E-07;3;12;0.000195467;7.23952E-06;172505.0, 172891.0, 173161.0, 174267.0, 175697.0, 176758.0, 176784.0, 176808.0, 178104.0, 178250.0, 179912.0, 180571.0
GO:0030686;CC;e;90S preribosome;5/956;9/46923;4.08979E-07;4;5;0.000382805;1.36716E-05;173339.0, 173779.0, 178103.0, 178851.0, 190203.0
GO:0055120;CC;e;striated muscle dense body;12/956;100/46923;9.71262E-07;2;12;0.000909101;3.07847E-05;171818.0, 172609.0, 173217.0, 173355.0, 174352.0, 176697.0, 178619.0, 179077.0, 180203.0, 181184.0, 189715.0, 3565732.0
GO:0005829;CC;e;cytosol;29/956;511/46923;9.86691E-07;2;29;0.000923542;3.07847E-05;172070.0, 172221.0, 172434.0, 172466.0, 172640.0, 173022.0, 173028.0, 173228.0, 173322.0, 173357.0, 173894.0, 174134.0, 175298.0, 176344.0, 176435.0, 177237.0, 177931.0, 178220.0, 178397.0, 178981.0, 179109.0, 180311.0, 180420.0, 180864.0, 181320.0, 181649.0, 181759.0, 182286.0, 182350.0
GO:0070161;CC;e;anchoring junction;10/956;69/46923;1.34918E-06;3;10;0.001262832;4.07365E-05;171805.0, 173007.0, 174685.0, 176361.0, 178167.0, 178537.0, 179624.0, 180458.0, 180492.0, 180968.0
GO:0005736;CC;e;RNA polymerase I complex;5/956;11/46923;1.44947E-06;8;5;0.0013567;4.23969E-05;172752.0, 176362.0, 178823.0, 182648.0, 24104475.0
GO:0071944;CC;e;cell periphery;6/956;22/46923;3.97398E-06;2;6;0.003719647;0.000112717;173794.0, 175020.0, 179077.0, 179912.0, 180688.0, 184091.0
GO:0005874;CC;e;microtubule;11/956;96/46923;4.32678E-06;6;11;0.004049869;0.000119114;173357.0, 174476.0, 174728.0, 176179.0, 176361.0, 176758.0, 177685.0, 178942.0, 180852.0, 181644.0, 191697.0
GO:0048471;CC;e;perinuclear region of cytoplasm;11/956;102/46923;7.82577E-06;2;11;0.007324918;0.000209283;173203.0, 176000.0, 176349.0, 176390.0, 176444.0, 176674.0, 176758.0, 177924.0, 180014.0, 180478.0, 180492.0
GO:0005654;CC;e;nucleoplasm;11/956;103/46923;8.60156E-06;2;11;0.008051064;0.000223641;171617.0, 172226.0, 174329.0, 175218.0, 175270.0, 176189.0, 176588.0, 177924.0, 180246.0, 180571.0, 266845.0
GO:0005875;CC;e;microtubule associated complex;4/956;8/46923;1.12283E-05;2;4;0.010509647;0.000274513;173357.0, 176307.0, 176758.0, 181540.0
GO:0005768;CC;e;endosome;10/956;87/46923;1.14168E-05;7;10;0.010686133;0.000274513;174028.0, 175020.0, 176575.0, 180492.0, 180723.0, 180783.0, 181258.0, 181649.0, 182286.0, 184624.0
GO:0005834;CC;e;heterotrimeric G-protein complex;6/956;26/46923;1.1438E-05;4;6;0.010706002;0.000274513;171687.0, 172396.0, 172483.0, 172505.0, 174803.0, 177931.0
GO:0000428;CC;e;DNA-directed RNA polymerase complex;6/956;27/46923;1.44527E-05;6;6;0.013527685;0.000329944;172752.0, 176362.0, 178823.0, 179178.0, 182648.0, 24104475.0
GO:0005911;CC;e;cell-cell junction;6/956;27/46923;1.44527E-05;4;6;0.013527685;0.000329944;175590.0, 180458.0, 180492.0, 180555.0, 181400.0, 183676.0
GO:0010008;CC;e;endosome membrane;8/956;60/46923;2.89136E-05;6;8;0.027063119;0.00064436;172585.0, 173701.0, 174028.0, 174091.0, 180011.0, 181258.0, 182286.0, 189194.0
GO:0005912;CC;e;adherens junction;7/956;45/46923;3.29474E-05;5;7;0.030838732;0.000690775;171776.0, 173007.0, 174685.0, 176361.0, 177602.0, 178537.0, 179624.0
GO:0005732;CC;e;sno(s)RNA-containing ribonucleoprotein complex;3/956;4/46923;3.32103E-05;3;3;0.031084884;0.000690775;176531.0, 176646.0, 177848.0
GO:0005740;CC;e;mitochondrial envelope;3/956;4/46923;3.32103E-05;3;3;0.031084884;0.000690775;172832.0, 174692.0, 181053.0
GO:1990904;CC;e;ribonucleoprotein complex;15/956;221/46923;5.50529E-05;2;15;0.051529476;0.001104175;171710.0, 172070.0, 172420.0, 172479.0, 173000.0, 173779.0, 176504.0, 176531.0, 176646.0, 177848.0, 179115.0, 179721.0, 182350.0, 182722.0, 188274.0
GO:0005743;CC;e;mitochondrial inner membrane;12/956;148/46923;5.54447E-05;5;12;0.051896207;0.001104175;174476.0, 174692.0, 175397.0, 177047.0, 178287.0, 178403.0, 179196.0, 179316.0, 180245.0, 180372.0, 180940.0, 181594.0
GO:0016607;CC;e;nuclear speck;6/956;34/46923;5.81534E-05;3;6;0.054431622;0.001133992;173203.0, 175270.0, 176189.0, 178229.0, 179672.0, 182722.0
GO:0042734;CC;e;presynaptic membrane;4/956;12/46923;7.43869E-05;5;4;0.069626113;0.001420941;172497.0, 174230.0, 178491.0, 180990.0
GO:0005694;CC;e;chromosome;13/956;183/46923;0.000107378;5;13;0.100505476;0.00201011;174267.0, 176078.0, 176237.0, 176506.0, 176758.0, 177212.0, 177543.0, 178006.0, 178250.0, 181025.0, 181371.0, 184006.0, 190298.0
GO:0012505;CC;e;endomembrane system;8/956;75/46923;0.00014581;2;8;0.136478415;0.002676047;174362.0, 175020.0, 178397.0, 178620.0, 179032.0, 181649.0, 181759.0, 3565140.0
GO:0030131;CC;e;clathrin adaptor complex;3/956;6/46923;0.000161039;4;3;0.150732314;0.002898698;175376.0, 180713.0, 181163.0
GO:0000785;CC;e;chromatin;9/956;97/46923;0.000168117;3;9;0.15735737;0.002969007;175698.0, 176078.0, 176237.0, 176449.0, 176450.0, 177212.0, 181371.0, 260030.0, 266825.0
GO:0032809;CC;e;neuronal cell body membrane;4/956;15/46923;0.000195359;3;4;0.182855869;0.003361174;171805.0, 174473.0, 176168.0, 177602.0
GO:0005769;CC;e;early endosome;6/956;42/46923;0.000197505;8;6;0.18486458;0.003361174;176575.0, 178482.0, 180783.0, 180856.0, 181649.0, 184624.0
GO:0000118;CC;e;histone deacetylase complex;4/956;16/46923;0.000256282;3;4;0.239879983;0.004283571;173074.0, 174285.0, 178439.0, 183226.0
GO:0031902;CC;e;late endosome membrane;5/956;29/46923;0.000274785;7;5;0.257198912;0.004478889;171616.0, 174834.0, 175020.0, 178397.0, 182286.0
GO:0036062;CC;e;presynaptic periactive zone;3/956;7/46923;0.000277538;5;3;0.259775537;0.004478889;178491.0, 179259.0, 181163.0
GO:0031430;CC;e;M band;5/956;30/46923;0.000324238;2;5;0.303487104;0.005143849;173355.0, 176122.0, 179077.0, 180203.0, 3565712.0
GO:0030672;CC;e;synaptic vesicle membrane;4/956;17/46923;0.000329743;8;4;0.308639099;0.005143985;172497.0, 179150.0, 181591.0, 266648.0
GO:0034455;CC;e;t-UTP complex;2/956;2/46923;0.000414667;3;2;0.388127868;0.005923904;173339.0, 173779.0
GO:0043291;CC;e;RAVE complex;2/956;2/46923;0.000414667;2;2;0.388127868;0.005923904;176058.0, 181558.0
GO:0008290;CC;e;F-actin capping protein complex;2/956;2/46923;0.000414667;2;2;0.388127868;0.005923904;174673.0, 177497.0
GO:0031515;CC;e;tRNA (m1A) methyltransferase complex;2/956;2/46923;0.000414667;6;2;0.388127868;0.005923904;173142.0, 259389.0
GO:0031252;CC;e;cell leading edge;3/956;8/46923;0.000437324;2;3;0.409335071;0.005923904;175101.0, 178619.0, 190098.0
GO:0005891;CC;e;voltage-gated calcium channel complex;3/956;8/46923;0.000437324;7;3;0.409335071;0.005923904;174730.0, 175221.0, 177513.0
GO:0005675;CC;e;transcription factor TFIIH holo complex;3/956;8/46923;0.000437324;8;3;0.409335071;0.005923904;171784.0, 176838.0, 190298.0
GO:0000815;CC;e;ESCRT III complex;3/956;8/46923;0.000437324;3;3;0.409335071;0.005923904;171654.0, 174091.0, 174908.0
GO:0030008;CC;e;TRAPP complex;3/956;8/46923;0.000437324;3;3;0.409335071;0.005923904;176344.0, 180478.0, 180546.0
GO:0031201;CC;e;SNARE complex;5/956;32/46923;0.000443027;3;5;0.414673314;0.005923904;178397.0, 179193.0, 180182.0, 259570.0, 266648.0
GO:0043186;CC;e;P granule;8/956;90/46923;0.000512919;7;8;0.480092473;0.006592217;171743.0, 171810.0, 172954.0, 176088.0, 176292.0, 177054.0, 178250.0, 179912.0
GO:0031594;CC;e;neuromuscular junction;4/956;19/46923;0.000519876;4;4;0.486603855;0.006592217;172497.0, 174473.0, 175667.0, 179259.0
GO:0031901;CC;e;early endosome membrane;4/956;19/46923;0.000519876;7;4;0.486603855;0.006592217;171616.0, 175020.0, 181649.0, 189194.0
GO:0030659;CC;e;cytoplasmic vesicle membrane;6/956;50/46923;0.00052118;5;6;0.487824047;0.006592217;171691.0, 172585.0, 175807.0, 179150.0, 180011.0, 184624.0
GO:0030688;CC;e;preribosome, small subunit precursor;3/956;9/46923;0.000646044;4;3;0.604697047;0.008062627;173322.0, 177853.0, 178103.0
GO:0008021;CC;e;synaptic vesicle;5/956;35/46923;0.000679094;9;5;0.63563195;0.008363578;177282.0, 178284.0, 178405.0, 180713.0, 266648.0
GO:0005635;CC;e;nuclear envelope;7/956;73/46923;0.000722961;3;7;0.676691372;0.0087882;176058.0, 176179.0, 176307.0, 176758.0, 178942.0, 181540.0, 183963.0
GO:0019005;CC;e;SCF ubiquitin ligase complex;4/956;21/46923;0.000777174;6;4;0.727434555;0.009326084;173919.0, 175667.0, 259498.0, 3564805.0
GO:0030117;CC;e;membrane coat;3/956;10/46923;0.000908947;3;3;0.850774325;0.010503387;173701.0, 175376.0, 181163.0
GO:0034399;CC;e;nuclear periphery;3/956;10/46923;0.000908947;2;3;0.850774325;0.010503387;173968.0, 176322.0, 176506.0
GO:0005905;CC;e;clathrin-coated pit;3/956;10/46923;0.000908947;3;3;0.850774325;0.010503387;179150.0, 180713.0, 181163.0
GO:0005758;CC;e;mitochondrial intermembrane space;4/956;22/46923;0.000934641;6;4;0.874824069;0.010668586;174476.0, 176302.0, 176435.0, 178287.0
GO:0008328;CC;e;ionotropic glutamate receptor complex;2/956;3/46923;0.001227138;6;2;1;0.012523069;172493.0, 173336.0
GO:0030132;CC;e;clathrin coat of coated pit;2/956;3/46923;0.001227138;5;2;1;0.012523069;173985.0, 179150.0
GO:0034457;CC;e;Mpp10 complex;2/956;3/46923;0.001227138;3;2;1;0.012523069;172420.0, 176646.0
GO:0048788;CC;e;cytoskeleton of presynaptic active zone;2/956;3/46923;0.001227138;7;2;1;0.012523069;177102.0, 180990.0
GO:0000814;CC;e;ESCRT II complex;2/956;3/46923;0.001227138;3;2;1;0.012523069;173143.0, 175672.0
GO:0016938;CC;e;kinesin I complex;2/956;3/46923;0.001227138;4;2;1;0.012523069;176179.0, 178942.0
GO:0097708;CC;e;intracellular vesicle;2/956;3/46923;0.001227138;5;2;1;0.012523069;178491.0, 180492.0
GO:0098588;CC;e;bounding membrane of organelle;2/956;3/46923;0.001227138;4;2;1;0.012523069;174109.0, 180011.0
GO:0032589;CC;e;neuron projection membrane;3/956;11/46923;0.0012309;5;3;1;0.012523069;172493.0, 173336.0, 176732.0
GO:0005771;CC;e;multivesicular body;3/956;11/46923;0.0012309;9;3;1;0.012523069;171654.0, 174091.0, 174908.0
GO:0098793;CC;e;presynapse;5/956;42/46923;0.001582609;2;5;1;0.015928195;172497.0, 173985.0, 175667.0, 177102.0, 179649.0
GO:1990075;CC;e;periciliary membrane compartment;3/956;12/46923;0.001616404;4;3;1;0.01609526;179150.0, 180713.0, 181644.0
GO:0005921;CC;e;gap junction;4/956;27/46923;0.002068558;5;4;1;0.020380741;171805.0, 178167.0, 180458.0, 180968.0
GO:0030054;CC;e;cell junction;4/956;28/46923;0.002374773;2;4;1;0.022436798;173355.0, 179077.0, 181400.0, 190098.0
GO:0043231;CC;e;intracellular membrane-bounded organelle;8/956;114/46923;0.002380887;4;8;1;0.022436798;171691.0, 173374.0, 174109.0, 177570.0, 178397.0, 178487.0, 184091.0, 259570.0
GO:1990246;CC;e;uniplex complex;2/956;4/46923;0.002421065;7;2;1;0.022436798;178287.0, 181594.0
GO:0031429;CC;e;box H/ACA snoRNP complex;2/956;4/46923;0.002421065;5;2;1;0.022436798;176504.0, 176531.0
GO:0030125;CC;e;clathrin vesicle coat;2/956;4/46923;0.002421065;5;2;1;0.022436798;173638.0, 179150.0
GO:0030122;CC;e;AP-2 adaptor complex;2/956;4/46923;0.002421065;5;2;1;0.022436798;180713.0, 181163.0
GO:0045335;CC;e;phagocytic vesicle;3/956;14/46923;0.002594339;8;3;1;0.023806878;174834.0, 181644.0, 181649.0
GO:0005622;CC;e;intracellular anatomical structure;3/956;15/46923;0.003194084;2;3;1;0.028746759;177135.0, 180799.0, 266844.0
GO:0005881;CC;e;cytoplasmic microtubule;3/956;15/46923;0.003194084;7;3;1;0.028746759;175216.0, 176758.0, 181540.0
GO:0031985;CC;e;Golgi cisterna;2/956;5/46923;0.0039806;4;2;1;0.03418203;176476.0, 181759.0
GO:0035145;CC;e;exon-exon junction complex;2/956;5/46923;0.0039806;3;2;1;0.03418203;173073.0, 173203.0
GO:0005828;CC;e;kinetochore microtubule;2/956;5/46923;0.0039806;8;2;1;0.03418203;174267.0, 180771.0
GO:0000439;CC;e;transcription factor TFIIH core complex;2/956;5/46923;0.0039806;4;2;1;0.03418203;176838.0, 190298.0
GO:0030140;CC;e;trans-Golgi network transport vesicle;2/956;5/46923;0.0039806;9;2;1;0.03418203;172597.0, 175807.0
GO:0032991;CC;e;protein-containing complex;4/956;33/46923;0.004379757;1;4;1;0.036932005;176269.0, 176937.0, 177335.0, 181053.0
GO:0005762;CC;e;mitochondrial large ribosomal subunit;4/956;33/46923;0.004379757;6;4;1;0.036932005;171710.0, 172479.0, 173000.0, 188274.0
GO:0045211;CC;e;postsynaptic membrane;5/956;53/46923;0.004444491;5;5;1;0.037143246;172105.0, 172493.0, 180203.0, 181475.0, 3565200.0
GO:0000812;CC;e;Swr1 complex;2/956;6/46923;0.00589038;6;2;1;0.04836312;174288.0, 179388.0
GO:0030018;CC;e;Z disc;2/956;6/46923;0.00589038;2;2;1;0.04836312;172303.0, 3565712.0
