GO;NS;enrichment;name;ratio_in_study;ratio_in_pop;p_uncorrected;depth;study_count;p_bonferroni;p_fdr_bh;study_items
GO:0005737;CC;e;cytoplasm;299/908;2388/46923;2.5755E-159;2;299;2.4184E-156;2.4184E-156;171601.0, 171646.0, 171647.0, 171687.0, 171750.0, 171751.0, 171764.0, 171834.0, 171860.0, 171888.0, 171934.0, 171949.0, 171975.0, 171988.0, 172034.0, 172041.0, 172139.0, 172174.0, 172238.0, 172291.0, 172471.0, 172505.0, 172610.0, 172648.0, 172674.0, 172743.0, 172773.0, 172775.0, 172831.0, 172837.0, 172858.0, 172891.0, 172910.0, 172920.0, 172938.0, 172942.0, 172944.0, 172981.0, 173058.0, 173072.0, 173149.0, 173160.0, 173161.0, 173167.0, 173168.0, 173169.0, 173204.0, 173205.0, 173260.0, 173277.0, 173319.0, 173334.0, 173341.0, 173342.0, 173347.0, 173374.0, 173512.0, 173581.0, 173738.0, 173811.0, 173858.0, 173872.0, 173904.0, 173973.0, 173976.0, 174050.0, 174072.0, 174090.0, 174141.0, 174155.0, 174168.0, 174193.0, 174203.0, 174233.0, 174307.0, 174318.0, 174330.0, 174367.0, 174371.0, 174421.0, 174423.0, 174478.0, 174543.0, 174603.0, 174614.0, 174623.0, 174659.0, 174673.0, 174675.0, 174699.0, 174785.0, 174803.0, 174808.0, 174844.0, 175126.0, 175138.0, 175212.0, 175227.0, 175244.0, 175284.0, 175307.0, 175335.0, 175398.0, 175410.0, 175413.0, 175419.0, 175440.0, 175501.0, 175519.0, 175524.0, 175529.0, 175551.0, 175572.0, 175584.0, 175588.0, 175606.0, 175628.0, 175680.0, 175714.0, 175750.0, 175757.0, 175801.0, 175819.0, 175827.0, 175834.0, 175840.0, 175863.0, 175877.0, 175879.0, 175898.0, 175901.0, 175908.0, 175915.0, 175922.0, 175925.0, 175936.0, 175968.0, 175975.0, 176006.0, 176007.0, 176011.0, 176013.0, 176015.0, 176051.0, 176059.0, 176060.0, 176084.0, 176094.0, 176103.0, 176120.0, 176122.0, 176158.0, 176161.0, 176179.0, 176201.0, 176265.0, 176330.0, 176334.0, 176373.0, 176374.0, 176380.0, 176434.0, 176471.0, 176501.0, 176503.0, 176625.0, 176651.0, 176668.0, 176718.0, 176755.0, 176788.0, 176796.0, 176808.0, 176928.0, 176975.0, 176978.0, 176979.0, 176991.0, 177017.0, 177084.0, 177157.0, 177236.0, 177254.0, 177305.0, 177343.0, 177442.0, 177482.0, 177503.0, 177533.0, 177595.0, 177636.0, 177731.0, 177778.0, 177779.0, 177855.0, 177856.0, 177895.0, 177921.0, 177943.0, 177965.0, 177989.0, 178006.0, 178012.0, 178045.0, 178113.0, 178117.0, 178188.0, 178250.0, 178288.0, 178342.0, 178354.0, 178362.0, 178402.0, 178411.0, 178419.0, 178452.0, 178458.0, 178483.0, 178507.0, 178640.0, 178670.0, 178778.0, 178839.0, 178840.0, 178872.0, 178873.0, 178943.0, 178988.0, 178992.0, 178997.0, 179034.0, 179041.0, 179060.0, 179070.0, 179077.0, 179092.0, 179094.0, 179160.0, 179224.0, 179358.0, 179486.0, 179493.0, 179522.0, 179534.0, 179535.0, 179629.0, 179639.0, 179779.0, 179897.0, 179912.0, 179971.0, 180027.0, 180028.0, 180040.0, 180100.0, 180251.0, 180326.0, 180343.0, 180414.0, 180535.0, 180601.0, 180603.0, 180695.0, 180767.0, 180818.0, 180843.0, 180864.0, 180880.0, 180912.0, 180947.0, 181062.0, 181227.0, 181280.0, 181324.0, 181348.0, 181404.0, 181473.0, 181504.0, 181526.0, 181545.0, 181577.0, 181644.0, 181719.0, 181776.0, 181786.0, 183241.0, 183983.0, 185872.0, 191712.0, 259839.0, 266819.0, 266820.0, 266858.0, 3564807.0, 3565440.0, 3565504.0, 3565679.0, 3565862.0, 3565888.0
GO:1990904;CC;e;ribonucleoprotein complex;108/908;221/46923;3.3959E-124;2;108;3.1887E-121;1.5944E-121;171602.0, 171692.0, 171750.0, 171766.0, 171767.0, 171834.0, 171853.0, 171949.0, 172062.0, 172070.0, 172074.0, 172201.0, 172313.0, 172401.0, 172617.0, 172693.0, 172743.0, 172805.0, 172883.0, 172901.0, 172920.0, 172943.0, 173086.0, 173204.0, 173232.0, 173235.0, 173260.0, 173309.0, 173342.0, 173873.0, 174072.0, 174166.0, 174193.0, 174311.0, 174371.0, 174379.0, 174443.0, 174645.0, 174695.0, 174699.0, 175070.0, 175141.0, 175235.0, 175338.0, 175413.0, 175455.0, 175460.0, 175501.0, 175551.0, 175584.0, 175628.0, 175786.0, 175796.0, 175879.0, 175901.0, 176006.0, 176007.0, 176011.0, 176015.0, 176071.0, 176097.0, 176103.0, 176146.0, 176153.0, 176504.0, 176516.0, 176531.0, 176668.0, 176718.0, 176858.0, 176891.0, 176975.0, 177101.0, 177203.0, 177365.0, 177481.0, 177503.0, 177583.0, 177674.0, 177895.0, 178012.0, 178083.0, 178173.0, 178188.0, 178279.0, 178297.0, 178342.0, 178352.0, 178408.0, 178483.0, 178538.0, 178640.0, 178778.0, 179153.0, 179154.0, 179639.0, 179739.0, 179897.0, 179998.0, 179999.0, 180044.0, 180343.0, 180535.0, 180748.0, 180791.0, 181473.0, 190601.0, 24104384.0
GO:0005840;CC;e;ribosome;83/908;163/46923;2.44922E-97;5;83;2.29982E-94;7.66606E-95;171602.0, 171692.0, 171750.0, 171766.0, 171767.0, 171853.0, 171949.0, 172062.0, 172074.0, 172095.0, 172201.0, 172313.0, 172401.0, 172617.0, 172693.0, 172805.0, 172818.0, 172901.0, 172921.0, 172943.0, 173235.0, 173260.0, 173309.0, 173342.0, 173873.0, 174166.0, 174311.0, 174371.0, 174379.0, 174443.0, 174695.0, 174699.0, 175070.0, 175141.0, 175235.0, 175338.0, 175413.0, 175455.0, 175460.0, 175501.0, 175584.0, 175628.0, 175786.0, 175796.0, 175879.0, 175901.0, 176006.0, 176007.0, 176011.0, 176015.0, 176071.0, 176097.0, 176146.0, 176718.0, 176858.0, 176891.0, 176975.0, 177203.0, 177365.0, 177481.0, 177503.0, 177583.0, 177895.0, 178012.0, 178083.0, 178173.0, 178188.0, 178279.0, 178297.0, 178342.0, 178352.0, 178408.0, 178538.0, 178778.0, 179153.0, 179154.0, 179739.0, 179998.0, 180044.0, 180343.0, 180535.0, 180748.0, 24104384.0
GO:0005634;CC;e;nucleus;240/908;2581/46923;1.70474E-96;5;240;1.60075E-93;4.00187E-94;171763.0, 171764.0, 171834.0, 171877.0, 171888.0, 171901.0, 171975.0, 171997.0, 172034.0, 172070.0, 172079.0, 172092.0, 172139.0, 172238.0, 172242.0, 172291.0, 172390.0, 172412.0, 172610.0, 172624.0, 172674.0, 172687.0, 172773.0, 172775.0, 172802.0, 172815.0, 172883.0, 172891.0, 172910.0, 172920.0, 172942.0, 172978.0, 172981.0, 173073.0, 173086.0, 173149.0, 173168.0, 173169.0, 173204.0, 173232.0, 173260.0, 173334.0, 173347.0, 173372.0, 173512.0, 173738.0, 173744.0, 173811.0, 173858.0, 173904.0, 173915.0, 174050.0, 174072.0, 174073.0, 174090.0, 174168.0, 174193.0, 174203.0, 174208.0, 174307.0, 174318.0, 174333.0, 174371.0, 174534.0, 174543.0, 174614.0, 174623.0, 174630.0, 174645.0, 174659.0, 174690.0, 174699.0, 174715.0, 174747.0, 174782.0, 174785.0, 174901.0, 175015.0, 175029.0, 175056.0, 175081.0, 175185.0, 175240.0, 175244.0, 175284.0, 175413.0, 175524.0, 175529.0, 175534.0, 175541.0, 175551.0, 175571.0, 175572.0, 175587.0, 175606.0, 175660.0, 175727.0, 175750.0, 175757.0, 175786.0, 175817.0, 175834.0, 175840.0, 175877.0, 175879.0, 175901.0, 175922.0, 175925.0, 175972.0, 175985.0, 176006.0, 176072.0, 176103.0, 176153.0, 176161.0, 176195.0, 176237.0, 176330.0, 176374.0, 176380.0, 176471.0, 176503.0, 176504.0, 176516.0, 176531.0, 176625.0, 176651.0, 176660.0, 176668.0, 176679.0, 176688.0, 176702.0, 176718.0, 176802.0, 176808.0, 176863.0, 176978.0, 176991.0, 177073.0, 177084.0, 177101.0, 177157.0, 177161.0, 177190.0, 177206.0, 177212.0, 177293.0, 177343.0, 177390.0, 177503.0, 177533.0, 177540.0, 177566.0, 177636.0, 177658.0, 177674.0, 177731.0, 177738.0, 177778.0, 177810.0, 177855.0, 177895.0, 177943.0, 177965.0, 177988.0, 178006.0, 178012.0, 178028.0, 178049.0, 178056.0, 178071.0, 178113.0, 178157.0, 178250.0, 178362.0, 178392.0, 178483.0, 178507.0, 178623.0, 178778.0, 178831.0, 178839.0, 178840.0, 178845.0, 178866.0, 178881.0, 178943.0, 178988.0, 179070.0, 179092.0, 179107.0, 179160.0, 179339.0, 179340.0, 179358.0, 179442.0, 179486.0, 179493.0, 179522.0, 179629.0, 179639.0, 179671.0, 179734.0, 179897.0, 179999.0, 180027.0, 180028.0, 180040.0, 180069.0, 180100.0, 180176.0, 180326.0, 180359.0, 180535.0, 180695.0, 180791.0, 180880.0, 180942.0, 181271.0, 181337.0, 181348.0, 181473.0, 181504.0, 181545.0, 183241.0, 185872.0, 186322.0, 190601.0, 190954.0, 266819.0, 266820.0, 266837.0, 266845.0, 3564807.0, 3565337.0, 3565407.0, 3565440.0, 3565679.0, 3565767.0, 3565888.0
GO:0022625;CC;e;cytosolic large ribosomal subunit;50/908;50/46923;5.61673E-87;5;50;5.27411E-84;1.05482E-84;171602.0, 171692.0, 171750.0, 171766.0, 171767.0, 171853.0, 171949.0, 172062.0, 172074.0, 172201.0, 172401.0, 172617.0, 172818.0, 172921.0, 172943.0, 173235.0, 174166.0, 174311.0, 174371.0, 174379.0, 174443.0, 174645.0, 174695.0, 175070.0, 175141.0, 175455.0, 175460.0, 175501.0, 175796.0, 176007.0, 176015.0, 176071.0, 176097.0, 176146.0, 176531.0, 176891.0, 177203.0, 178173.0, 178279.0, 178297.0, 178342.0, 178352.0, 178778.0, 179153.0, 179739.0, 180044.0, 180343.0, 180535.0, 180748.0, 24104384.0
GO:0005829;CC;e;cytosol;97/908;511/46923;8.35931E-66;2;97;7.84939E-63;1.30823E-63;171601.0, 171750.0, 171764.0, 171834.0, 171949.0, 171975.0, 172070.0, 172139.0, 172390.0, 172408.0, 172434.0, 172556.0, 172674.0, 172743.0, 172920.0, 172978.0, 172981.0, 173149.0, 173168.0, 173169.0, 173171.0, 173204.0, 173334.0, 173341.0, 173342.0, 173347.0, 173811.0, 173858.0, 173891.0, 173901.0, 174072.0, 174090.0, 174141.0, 174233.0, 174322.0, 174421.0, 174603.0, 174715.0, 174785.0, 174844.0, 175525.0, 175551.0, 175573.0, 175584.0, 175606.0, 175680.0, 175727.0, 175750.0, 175827.0, 175863.0, 176007.0, 176011.0, 176015.0, 176103.0, 176120.0, 176121.0, 176161.0, 176195.0, 176281.0, 176334.0, 176471.0, 176668.0, 176788.0, 176975.0, 176978.0, 176991.0, 177293.0, 177775.0, 177895.0, 178028.0, 178117.0, 178188.0, 178408.0, 178419.0, 178458.0, 178483.0, 178507.0, 179041.0, 179165.0, 179224.0, 179639.0, 179971.0, 180017.0, 180100.0, 180601.0, 180818.0, 180864.0, 180997.0, 181324.0, 181370.0, 181473.0, 185872.0, 190051.0, 266858.0, 3565407.0, 3565504.0, 3565862.0
GO:0022627;CC;e;cytosolic small ribosomal subunit;27/908;33/46923;3.72688E-41;5;27;3.49954E-38;4.99934E-39;172061.0, 172693.0, 172805.0, 172901.0, 173309.0, 173342.0, 174699.0, 175235.0, 175338.0, 175584.0, 175628.0, 175786.0, 175879.0, 175901.0, 176006.0, 176011.0, 176975.0, 177365.0, 177481.0, 177503.0, 177583.0, 178012.0, 178083.0, 178188.0, 178538.0, 179154.0, 179998.0
GO:0005739;CC;e;mitochondrion;79/908;644/46923;3.92673E-39;5;79;3.6872E-36;4.609E-37;171638.0, 171768.0, 172556.0, 172632.0, 172655.0, 172673.0, 172686.0, 173277.0, 173436.0, 173500.0, 173579.0, 174034.0, 174050.0, 174090.0, 174141.0, 174307.0, 174428.0, 174494.0, 174800.0, 174992.0, 175243.0, 175307.0, 175316.0, 175331.0, 175398.0, 175441.0, 175529.0, 175573.0, 175598.0, 175605.0, 175772.0, 175908.0, 175915.0, 175936.0, 176008.0, 176051.0, 176059.0, 176101.0, 176121.0, 176376.0, 176437.0, 176622.0, 176675.0, 176773.0, 176828.0, 177047.0, 177106.0, 177108.0, 177235.0, 177242.0, 177343.0, 177524.0, 177775.0, 177897.0, 177906.0, 178016.0, 178020.0, 178130.0, 178288.0, 178387.0, 178873.0, 179063.0, 179691.0, 179945.0, 180027.0, 180028.0, 180596.0, 180718.0, 180897.0, 180956.0, 181026.0, 181280.0, 181324.0, 181374.0, 181570.0, 259519.0, 266653.0, 3564813.0, 3565996.0
GO:0005783;CC;e;endoplasmic reticulum;53/908;404/46923;5.39594E-28;5;53;5.06679E-25;5.62976E-26;171750.0, 171865.0, 171876.0, 172208.0, 172370.0, 172433.0, 172944.0, 173205.0, 173277.0, 173335.0, 173342.0, 174140.0, 174155.0, 174203.0, 174268.0, 174514.0, 174614.0, 174690.0, 175472.0, 175505.0, 175801.0, 175833.0, 175886.0, 176011.0, 176015.0, 176089.0, 176512.0, 176626.0, 176703.0, 176788.0, 176975.0, 177027.0, 177028.0, 177072.0, 177074.0, 177217.0, 177343.0, 177456.0, 178013.0, 178014.0, 178188.0, 178997.0, 179213.0, 179510.0, 179567.0, 179981.0, 180326.0, 180422.0, 180724.0, 180843.0, 180880.0, 181526.0, 181669.0
GO:0000502;CC;e;proteasome complex;21/908;40/46923;7.75086E-26;5;21;7.27805E-23;7.27805E-24;171975.0, 172139.0, 172238.0, 172674.0, 172942.0, 173168.0, 173334.0, 173744.0, 173858.0, 174715.0, 175284.0, 175877.0, 175925.0, 175972.0, 176161.0, 176978.0, 177753.0, 178943.0, 178988.0, 179493.0, 3565888.0
GO:0000786;CC;e;nucleosome;22/908;74/46923;2.23186E-20;3;22;2.09572E-17;1.9052E-18;172242.0, 175028.0, 175029.0, 175033.0, 175034.0, 176660.0, 177212.0, 177390.0, 177433.0, 178048.0, 178049.0, 178056.0, 178866.0, 179339.0, 179340.0, 179734.0, 181545.0, 186250.0, 186325.0, 186670.0, 186671.0, 191673.0
GO:0005730;CC;e;nucleolus;30/908;174/46923;7.78079E-20;5;30;7.30616E-17;6.08847E-18;171901.0, 172624.0, 172815.0, 172883.0, 172954.0, 173169.0, 173232.0, 173260.0, 174168.0, 174534.0, 174645.0, 174699.0, 175786.0, 175901.0, 175968.0, 176006.0, 176072.0, 176504.0, 176531.0, 176863.0, 177503.0, 177582.0, 178012.0, 178623.0, 179442.0, 179999.0, 180264.0, 186322.0, 190601.0, 266845.0
GO:0005856;CC;e;cytoskeleton;35/908;289/46923;8.32729E-18;5;35;7.81932E-15;6.01486E-16;171601.0, 172034.0, 172041.0, 172174.0, 173058.0, 173161.0, 173167.0, 173360.0, 173872.0, 174307.0, 174673.0, 175227.0, 175440.0, 175519.0, 175750.0, 175922.0, 176060.0, 176179.0, 176374.0, 176501.0, 176796.0, 177305.0, 177366.0, 177482.0, 178117.0, 178250.0, 178458.0, 179077.0, 179534.0, 179535.0, 180603.0, 180767.0, 181644.0, 191712.0, 266820.0
GO:0005694;CC;e;chromosome;28/908;183/46923;3.44089E-17;5;28;3.231E-14;2.30786E-15;172242.0, 172802.0, 173872.0, 175029.0, 175587.0, 176237.0, 176374.0, 176503.0, 176660.0, 176702.0, 177101.0, 177190.0, 177212.0, 177390.0, 177540.0, 178006.0, 178049.0, 178056.0, 178250.0, 178623.0, 178866.0, 179339.0, 179340.0, 179734.0, 180176.0, 181545.0, 266820.0, 3564807.0
GO:0005839;CC;e;proteasome core complex;11/908;14/46923;4.63305E-17;3;11;4.35043E-14;2.90029E-15;171975.0, 172139.0, 172674.0, 172942.0, 173168.0, 173334.0, 173858.0, 176161.0, 176978.0, 178943.0, 179493.0
GO:0005759;CC;e;mitochondrial matrix;18/908;71/46923;1.45743E-15;5;18;1.36853E-12;8.55331E-14;172632.0, 174307.0, 175315.0, 175316.0, 175441.0, 175772.0, 175908.0, 175936.0, 176059.0, 176376.0, 176437.0, 177108.0, 177235.0, 177897.0, 178387.0, 179945.0, 181026.0, 3565996.0
GO:0005789;CC;e;endoplasmic reticulum membrane;30/908;247/46923;1.70394E-15;4;30;1.6E-12;9.41175E-14;171865.0, 171876.0, 172208.0, 172370.0, 173335.0, 173500.0, 174054.0, 174140.0, 174268.0, 174614.0, 175833.0, 175886.0, 176089.0, 176473.0, 176626.0, 176703.0, 177027.0, 177028.0, 177072.0, 177456.0, 178013.0, 178078.0, 178997.0, 179510.0, 179981.0, 180422.0, 180843.0, 181526.0, 181669.0, 3565877.0
GO:0045121;CC;e;membrane raft;14/908;42/46923;2.99203E-14;4;14;2.80952E-11;1.56084E-12;174964.0, 174996.0, 176383.0, 177072.0, 177103.0, 177815.0, 178564.0, 179022.0, 179971.0, 180767.0, 180915.0, 181572.0, 191209.0, 3564957.0
GO:0015935;CC;e;small ribosomal subunit;9/908;12/46923;7.64049E-14;4;9;7.17442E-11;3.77601E-12;172693.0, 173309.0, 174699.0, 175628.0, 175879.0, 177583.0, 178012.0, 178188.0, 178408.0
GO:0031410;CC;e;cytoplasmic vesicle;20/908;116/46923;1.08285E-13;6;20;1.0168E-10;5.08398E-12;171601.0, 174050.0, 174675.0, 175410.0, 175807.0, 176434.0, 176512.0, 177626.0, 177779.0, 177940.0, 177989.0, 178078.0, 179150.0, 179213.0, 179412.0, 179428.0, 180783.0, 181577.0, 181644.0, 266648.0
GO:0005832;CC;e;chaperonin-containing T-complex;8/908;9/46923;1.68734E-13;4;8;1.58442E-10;7.20189E-12;173581.0, 174318.0, 174330.0, 174421.0, 175588.0, 175819.0, 176928.0, 178670.0
GO:0033179;CC;e;proton-transporting V-type ATPase, V0 domain;8/908;9/46923;1.68734E-13;4;8;1.58442E-10;7.20189E-12;172134.0, 174743.0, 176257.0, 176383.0, 177018.0, 177626.0, 177757.0, 187779.0
GO:0005665;CC;e;RNA polymerase II, core complex;9/908;13/46923;2.44035E-13;8;9;2.29149E-10;9.96301E-12;171763.0, 171877.0, 172412.0, 174208.0, 174630.0, 175056.0, 175660.0, 177190.0, 184886.0
GO:0110165;CC;e;cellular anatomical entity;25/908;210/46923;5.99293E-13;1;25;5.62736E-10;2.34473E-11;172505.0, 172520.0, 173058.0, 175126.0, 175235.0, 175786.0, 176060.0, 176122.0, 176430.0, 176512.0, 176808.0, 177089.0, 177539.0, 177795.0, 177921.0, 178411.0, 178537.0, 178612.0, 178830.0, 179053.0, 179637.0, 179645.0, 179796.0, 180783.0, 3565440.0
GO:0005635;CC;e;nuclear envelope;16/908;73/46923;6.39807E-13;4;16;6.00779E-10;2.40311E-11;172034.0, 172041.0, 172687.0, 173973.0, 173976.0, 175750.0, 175922.0, 176179.0, 176330.0, 176512.0, 177533.0, 177895.0, 178288.0, 180414.0, 181698.0, 3565767.0
GO:0019774;CC;e;proteasome core complex, beta-subunit complex;7/908;7/46923;9.93177E-13;2;7;9.32593E-10;3.5869E-11;171975.0, 172674.0, 173168.0, 173334.0, 173858.0, 176161.0, 176978.0
GO:0030424;CC;e;axon;24/908;197/46923;1.04682E-12;5;24;9.82962E-10;3.6406E-11;171751.0, 171956.0, 171988.0, 172051.0, 172610.0, 172831.0, 172978.0, 174006.0, 175410.0, 175419.0, 175807.0, 177539.0, 177602.0, 177895.0, 177921.0, 177940.0, 177943.0, 178117.0, 178537.0, 178918.0, 179412.0, 179981.0, 181644.0, 266648.0
GO:0005743;CC;e;mitochondrial inner membrane;21/908;148/46923;1.37495E-12;5;21;1.29108E-09;4.61101E-11;171638.0, 171768.0, 172686.0, 173579.0, 174034.0, 174428.0, 174494.0, 174992.0, 175316.0, 175331.0, 175605.0, 176675.0, 176773.0, 176828.0, 177047.0, 177242.0, 178020.0, 178830.0, 180718.0, 259519.0, 266653.0
GO:0043186;CC;e;P granule;17/908;90/46923;1.61118E-12;7;17;1.5129E-09;5.2169E-11;171834.0, 171888.0, 172920.0, 172954.0, 174072.0, 175750.0, 175966.0, 176625.0, 176668.0, 176755.0, 177540.0, 178250.0, 178483.0, 179070.0, 179224.0, 179897.0, 179912.0
GO:0032040;CC;e;small-subunit processome;13/908;45/46923;2.02104E-12;4;13;1.89776E-09;6.32586E-11;171901.0, 172901.0, 173260.0, 174534.0, 174645.0, 174699.0, 175786.0, 175901.0, 176006.0, 177503.0, 178012.0, 179442.0, 179999.0
GO:0005791;CC;e;rough endoplasmic reticulum;8/908;11/46923;2.98889E-12;6;8;2.80657E-09;9.05345E-11;171750.0, 173342.0, 174203.0, 176011.0, 176015.0, 176975.0, 177902.0, 178188.0
GO:0005681;CC;e;spliceosomal complex;15/908;69/46923;3.82598E-12;3;15;3.59259E-09;1.12269E-10;171834.0, 173204.0, 174072.0, 174193.0, 174333.0, 174645.0, 174901.0, 176103.0, 176153.0, 176668.0, 177988.0, 178483.0, 179639.0, 180069.0, 190601.0
GO:0042995;CC;e;cell projection;24/908;214/46923;6.31676E-12;2;24;5.93144E-09;1.75616E-10;172051.0, 172610.0, 172978.0, 173007.0, 173058.0, 173347.0, 174006.0, 174050.0, 175410.0, 175807.0, 177305.0, 177539.0, 177921.0, 177940.0, 177943.0, 178117.0, 178537.0, 179077.0, 179412.0, 179629.0, 180603.0, 180641.0, 181148.0, 191712.0
GO:0016324;CC;e;apical plasma membrane;16/908;84/46923;6.35883E-12;4;16;5.97094E-09;1.75616E-10;171601.0, 172174.0, 172520.0, 173058.0, 173976.0, 174614.0, 174743.0, 175227.0, 176434.0, 177442.0, 177626.0, 177757.0, 179629.0, 181148.0, 181526.0, 181772.0
GO:0005938;CC;e;cell cortex;16/908;87/46923;1.11727E-11;3;16;1.04911E-08;2.99746E-10;171751.0, 172041.0, 172174.0, 172505.0, 172891.0, 173161.0, 174233.0, 175877.0, 176434.0, 176808.0, 177815.0, 178113.0, 178250.0, 178458.0, 179534.0, 179912.0
GO:0071013;CC;e;catalytic step 2 spliceosome;12/908;50/46923;1.58658E-10;4;12;1.4898E-07;4.13833E-09;171834.0, 173073.0, 173204.0, 174072.0, 176103.0, 176153.0, 177101.0, 177392.0, 177988.0, 178483.0, 179639.0, 180069.0
GO:0005886;CC;e;plasma membrane;63/908;1358/46923;3.04169E-10;3;63;2.85615E-07;7.56823E-09;171601.0, 171835.0, 171943.0, 171944.0, 172051.0, 172174.0, 172520.0, 172613.0, 172891.0, 173007.0, 173360.0, 174034.0, 174050.0, 174233.0, 174467.0, 174614.0, 174685.0, 174720.0, 174743.0, 174996.0, 175227.0, 175410.0, 175714.0, 175801.0, 175877.0, 176060.0, 176257.0, 176430.0, 176434.0, 177004.0, 177089.0, 177442.0, 177482.0, 177539.0, 177595.0, 177602.0, 177626.0, 177757.0, 177815.0, 177989.0, 178411.0, 178458.0, 178507.0, 178537.0, 178918.0, 178927.0, 179077.0, 179150.0, 179629.0, 179796.0, 179971.0, 180603.0, 180641.0, 180912.0, 181148.0, 181227.0, 181526.0, 181577.0, 181644.0, 181772.0, 182726.0, 266648.0, 3565679.0
GO:0005682;CC;e;U5 snRNP;7/908;11/46923;3.06276E-10;5;7;2.87593E-07;7.56823E-09;171834.0, 173204.0, 174072.0, 176153.0, 176668.0, 178483.0, 179639.0
GO:0016471;CC;e;vacuolar proton-transporting V-type ATPase complex;6/908;7/46923;3.55658E-10;6;6;3.33962E-07;8.56314E-09;172134.0, 172216.0, 174743.0, 176257.0, 177017.0, 177626.0
GO:0005685;CC;e;U1 snRNP;8/908;17/46923;3.97232E-10;5;8;3.73001E-07;9.32501E-09;171834.0, 173204.0, 174072.0, 176103.0, 176668.0, 177674.0, 178483.0, 179639.0
GO:0000428;CC;e;DNA-directed RNA polymerase complex;9/908;27/46923;1.25438E-09;6;9;1.17787E-06;2.87284E-08;171763.0, 171877.0, 172412.0, 174208.0, 174630.0, 175015.0, 175056.0, 175660.0, 177190.0
GO:0016282;CC;e;eukaryotic 43S preinitiation complex;7/908;13/46923;1.53962E-09;4;7;1.4457E-06;3.36209E-08;172858.0, 174478.0, 175138.0, 176094.0, 177236.0, 179779.0, 266853.0
GO:0033290;CC;e;eukaryotic 48S preinitiation complex;7/908;13/46923;1.53962E-09;4;7;1.4457E-06;3.36209E-08;171769.0, 172858.0, 174478.0, 175138.0, 176094.0, 177236.0, 179779.0
GO:0008250;CC;e;oligosaccharyltransferase complex;5/908;5/46923;2.68412E-09;4;5;2.52039E-06;5.72816E-08;172208.0, 172370.0, 174268.0, 176089.0, 177456.0
GO:0030056;CC;e;hemidesmosome;7/908;15/46923;5.58147E-09;5;7;5.241E-06;1.16467E-07;173058.0, 175227.0, 175384.0, 176060.0, 176430.0, 178411.0, 181698.0
GO:0005576;CC;e;extracellular region;29/908;427/46923;7.53259E-09;2;29;7.0731E-06;1.53763E-07;172096.0, 172736.0, 173495.0, 174006.0, 174720.0, 174757.0, 175126.0, 175369.0, 176283.0, 176403.0, 176448.0, 177074.0, 177109.0, 178092.0, 178992.0, 179053.0, 179209.0, 179244.0, 179384.0, 179412.0, 179545.0, 179693.0, 179823.0, 180251.0, 180366.0, 180613.0, 180616.0, 180947.0, 181605.0
GO:0070161;CC;e;anchoring junction;12/908;69/46923;8.22884E-09;3;12;7.72688E-06;1.64402E-07;171943.0, 171944.0, 173007.0, 174685.0, 175227.0, 176060.0, 176201.0, 176430.0, 177482.0, 178537.0, 181148.0, 181698.0
GO:0045177;CC;e;apical part of cell;7/908;16/46923;9.75622E-09;2;7;9.16109E-06;1.86961E-07;172174.0, 174743.0, 178411.0, 179034.0, 179428.0, 181644.0, 181772.0
GO:0005882;CC;e;intermediate filament;7/908;16/46923;9.75622E-09;6;7;9.16109E-06;1.86961E-07;172687.0, 173058.0, 173973.0, 173976.0, 176430.0, 180414.0, 181698.0
GO:0043204;CC;e;perikaryon;13/908;88/46923;1.54602E-08;2;13;1.45171E-05;2.90343E-07;172051.0, 172610.0, 172978.0, 173347.0, 174006.0, 174050.0, 175807.0, 177602.0, 177921.0, 177940.0, 177943.0, 178117.0, 178537.0
GO:0000932;CC;e;P-body;9/908;35/46923;1.64503E-08;7;9;1.54468E-05;3.02878E-07;171877.0, 172920.0, 174193.0, 174808.0, 175680.0, 176625.0, 181504.0, 181719.0, 190601.0
GO:0005736;CC;e;RNA polymerase I complex;6/908;11/46923;2.19652E-08;8;6;2.06253E-05;3.9664E-07;171763.0, 172412.0, 174630.0, 175015.0, 175660.0, 184886.0
